
2023-03-27 15:03:847 INFO  HomePage :45 - Clicking on accept the cookies : Products<br>
2023-03-27 15:03:394 INFO  HomePage :50 - Clicking on accept the cookies : Contact Center<br>
2023-05-02 13:05:114 INFO  HomePage :39 - Clicking on accept the cookies : Allow all cookies<br>
2023-05-02 13:05:186 INFO  HomePage :45 - Clicking on accept the cookies : PRODUCTS<br>
2023-05-02 13:05:00 INFO  HomePage :50 - Clicking on accept the cookies : Software<br>
2023-05-02 13:05:933 INFO  HomePage :39 - Clicking on accept the cookies : Allow all cookies<br>
2023-05-02 13:05:51 INFO  HomePage :45 - Clicking on accept the cookies : PRODUCTS<br>
2023-05-02 13:05:605 INFO  HomePage :50 - Clicking on accept the cookies : Software<br>
2023-05-02 14:05:111 INFO  HomePage :39 - Clicking on accept the cookies : Allow all cookies<br>
2023-05-02 14:05:232 INFO  HomePage :45 - Clicking on accept the cookies : PRODUCTS<br>
2023-05-02 14:05:647 INFO  HomePage :50 - Clicking on accept the cookies : Software<br>
2023-05-02 22:05:571 INFO  HomePage :39 - Clicking on accept the cookies : Accept all cookies<br>
2023-05-02 22:05:751 INFO  HomePage :45 - Clicking on accept the cookies : Careers<br>
2023-05-02 22:05:404 INFO  HomePage :39 - Clicking on accept the cookies : Accept all cookies<br>
2023-05-02 22:05:567 INFO  HomePage :45 - Clicking on accept the cookies : Find a GP<br>
2023-05-02 22:05:78 INFO  HomePage :50 - Clicking on accept the cookies : Private face to face appointments<br>
2023-05-02 22:05:189 INFO  HomePage :38 - Clicking on accept the cookies : Accept all cookies<br>
2023-05-02 22:05:262 INFO  HomePage :38 - Clicking on accept the cookies : Accept all cookies<br>
2023-05-02 22:05:371 INFO  HomePage :44 - Clicking on accept the cookies : Find a GP<br>
2023-05-02 22:05:379 INFO  HomePage :49 - Clicking on accept the cookies : Private face to face appointments<br>
2023-05-02 22:05:60 INFO  HomePage :38 - Clicking on accept the cookies : Accept all cookies<br>
2023-05-02 22:05:173 INFO  HomePage :44 - Clicking on accept the cookies : Find a GP<br>
2023-05-02 22:05:133 INFO  HomePage :49 - Clicking on accept the cookies : Private face to face appointments<br>
2023-05-02 22:05:317 INFO  HomePage :38 - Clicking on accept the cookies : Accept all cookies<br>
2023-05-02 22:05:444 INFO  HomePage :44 - Clicking on accept the cookies : Find a GP<br>
2023-05-02 22:05:296 INFO  HomePage :49 - Clicking on accept the cookies : Private face to face appointments<br>
2023-05-03 14:05:394 INFO  HomePage :38 - Clicking on accept the cookies : Accept all cookies<br>
2023-05-03 14:05:510 INFO  HomePage :44 - Clicking on accept the cookies : Find a GP<br>
2023-05-09 09:05:751 INFO  HomePage :38 - Clicking on accept the cookies : Accept<br>
2023-05-09 09:05:899 INFO  HomePage :44 - Clicking on accept the cookies : Services<br>
2023-05-09 09:05:806 INFO  HomePage :49 - Clicking on accept the cookies : <br>
2023-05-09 09:05:610 INFO  HomePage :38 - Clicking on accept the cookies : Accept<br>
2023-05-09 09:05:465 INFO  HomePage :38 - Clicking on accept the cookies : Accept<br>
2023-05-09 09:05:811 INFO  HomePage :38 - Clicking on accept the cookies : Accept<br>
2023-05-09 09:05:948 INFO  HomePage :44 - Clicking on accept the cookies : Services<br>
2023-05-09 09:05:645 INFO  HomePage :49 - Clicking on accept the cookies : <br>
2023-05-09 09:05:374 INFO  HomePage :38 - Clicking on accept the cookies : Accept<br>
2023-05-09 09:05:484 INFO  HomePage :44 - Clicking on accept the cookies : Services<br>
2023-05-09 09:05:412 INFO  HomePage :49 - Clicking on accept the cookies : <br>
2023-05-09 09:05:204 INFO  HomePage :38 - Clicking on accept the cookies : Accept<br>
